EmployeeID,Experience,Education,City,Department,Salary
54130,13.3,Bachelor,Delhi,Software,129994.0
46694,0.6,Bachelor,Jaipur,Software,38175.0
82068,11.9,Bachelor,Jaipur,Software,109309.0
35560,10.4,Bachelor,Delhi,DevOps,108416.0
66592,4.3,Master,Hyderabad,DevOps,66421.0
17680,10.6,Bachelor,Bangalore,Data Science,
17835,5.0,Bachelor,Pune,Cloud,55043.0
28360,12.9,PhD,Hyderabad,Cloud,
16166,10.8,Bachelor,Bangalore,DevOps,109646.0
28584,8.2,PhD,Hyderabad,AI Research,131238.0
68888,1.2,Master,Jaipur,AI Research,74331.0
75899,1.9,PhD,Jaipur,DevOps,67872.0
76031,4.9,PhD,Jaipur,Software,97032.0
77331,4.8,Master,Pune,AI Research,102792.0
16820,6.0,Bachelor,Hyderabad,Software,57719.0
38642,5.6,PhD,Pune,Cloud,85945.0
50780,14.6,PhD,Delhi,Data Science,180986.0
32047,1.6,Bachelor,Jaipur,DevOps,33747.0
49572,7.6,Master,Pune,Data Science,104445.0
46257,12.2,PhD,Bangalore,AI Research,164462.0
63840,10.1,Bachelor,Bangalore,DevOps,110796.0
26788,13.5,Master,Delhi,Software,138856.0
19916,11.7,Master,Jaipur,Software,117754.0
34241,14.5,Master,Delhi,AI Research,177814.0
47164,9.3,PhD,Bangalore,Cloud,125847.0
11457,6.2,Master,Pune,DevOps,
31076,5.4,Master,Hyderabad,AI Research,104930.0
18530,11.9,Bachelor,Delhi,Cloud,112671.0
97844,7.6,Bachelor,Hyderabad,Cloud,82802.0
52173,11.7,PhD,Pune,Cloud,132238.0
68680,14.3,PhD,Bangalore,AI Research,178619.0
19110,13.9,Bachelor,Bangalore,AI Research,162105.0
18053,10.2,PhD,Delhi,AI Research,159649.0
53054,9.0,Bachelor,Delhi,Software,105887.0
97661,0.7,Master,Hyderabad,Cloud,39834.0
99629,1.5,Bachelor,Pune,Data Science,50911.0
39117,4.2,PhD,Delhi,Cloud,96308.0
73929,14.9,PhD,Hyderabad,Data Science,162729.0
49478,4.0,Bachelor,Jaipur,Cloud,44208.0
18369,8.8,Master,Pune,Cloud,98299.0
91691,14.9,Master,Pune,Cloud,139520.0
18210,12.0,Master,Delhi,Software,125552.0
54700,6.7,Bachelor,Jaipur,AI Research,89815.0
73201,2.2,Bachelor,Bangalore,Cloud,43016.0
89172,2.8,PhD,Delhi,Data Science,87673.0
75666,13.4,PhD,Pune,Data Science,160427.0
56363,10.6,Bachelor,Jaipur,AI Research,120821.0
89445,14.9,Master,Bangalore,Software,149836.0
53178,13.5,Master,Bangalore,Data Science,147750.0
78339,3.6,PhD,Jaipur,Data Science,94311.0
11194,9.7,Master,Bangalore,DevOps,
30838,13.3,PhD,Delhi,Data Science,161498.0
32940,13.8,Master,Bangalore,Data Science,151836.0
38990,5.9,Bachelor,Hyderabad,AI Research,87481.0
40312,4.7,Master,Bangalore,Cloud,79585.0
45225,10.0,Bachelor,Delhi,Cloud,97503.0
29298,9.9,PhD,Jaipur,Data Science,130527.0
77588,7.6,PhD,Hyderabad,AI Research,121472.0
31457,4.6,Master,Bangalore,Cloud,75941.0
69297,5.2,Master,Delhi,Data Science,89526.0
39003,9.2,Master,Pune,Cloud,94976.0
88400,0.6,PhD,Pune,Data Science,63885.0
15212,4.2,PhD,Bangalore,DevOps,103940.0
26371,11.2,PhD,Hyderabad,AI Research,
15242,11.1,Bachelor,Hyderabad,DevOps,93193.0
36002,13.0,Bachelor,Pune,Data Science,118495.0
69647,11.9,Bachelor,Hyderabad,Cloud,112720.0
71494,5.8,PhD,Jaipur,AI Research,107652.0
34612,11.1,Bachelor,Jaipur,Software,107209.0
82475,1.4,PhD,Pune,Software,73499.0
50360,1.6,Master,Jaipur,DevOps,44224.0
90591,8.4,Master,Bangalore,DevOps,102700.0
42474,4.0,PhD,Hyderabad,DevOps,75673.0
40472,2.5,Bachelor,Jaipur,DevOps,42741.0
87410,9.8,Master,Bangalore,AI Research,131693.0
95527,13.4,PhD,Bangalore,AI Research,186194.0
90522,1.8,Master,Hyderabad,Cloud,58267.0
98059,8.5,Bachelor,Pune,Data Science,103435.0
87127,5.8,Bachelor,Jaipur,Cloud,60861.0
47260,11.9,PhD,Pune,Software,138439.0
87075,2.1,Master,Hyderabad,AI Research,84697.0
34210,1.4,Master,Bangalore,Cloud,68434.0
85635,4.6,Bachelor,Delhi,Cloud,76074.0
61210,8.5,PhD,Bangalore,Software,133840.0
24985,6.7,PhD,Bangalore,Cloud,112200.0
38964,7.7,Bachelor,Delhi,Software,79352.0
80511,1.8,PhD,Delhi,Software,70832.0
54090,11.7,Bachelor,Pune,Software,97539.0
18968,10.4,PhD,Delhi,AI Research,161458.0
24728,14.6,Master,Jaipur,Cloud,142832.0
94039,4.2,PhD,Hyderabad,DevOps,83103.0
49848,9.0,PhD,Pune,Software,120131.0
21393,1.6,Master,Jaipur,Software,48885.0
44826,,Master,Delhi,Cloud,99151.0
66932,12.5,PhD,Bangalore,Data Science,171390.0
24383,2.9,PhD,Hyderabad,Data Science,82049.0
43890,8.9,Bachelor,Hyderabad,DevOps,84651.0
65943,9.2,Bachelor,Jaipur,Software,84641.0
23474,3.5,Master,Hyderabad,Software,73699.0
80607,8.7,Bachelor,Pune,AI Research,107334.0
15948,10.5,Bachelor,Jaipur,Software,97586.0
68699,3.4,Master,Jaipur,AI Research,78080.0
86403,1.2,Master,Delhi,Software,61977.0
19995,0.7,Bachelor,Hyderabad,DevOps,27043.0
19381,5.3,Bachelor,Jaipur,Data Science,62342.0
15487,8.9,PhD,Hyderabad,Software,
54590,7.9,PhD,Pune,AI Research,127726.0
11071,9.3,Master,Pune,DevOps,114904.0
62269,1.7,Master,Delhi,Data Science,70227.0
42676,12.7,PhD,Delhi,DevOps,154343.0
96803,8.1,Master,Bangalore,Cloud,99080.0
63432,11.6,PhD,Hyderabad,Cloud,137107.0
30068,12.8,PhD,Delhi,AI Research,176330.0
28836,3.4,PhD,Jaipur,Cloud,88120.0
31435,7.8,PhD,Bangalore,Data Science,124929.0
90762,6.6,Master,Pune,Cloud,86858.0
85877,14.6,Master,Pune,Data Science,149484.0
68298,2.1,PhD,Jaipur,Cloud,70524.0
41832,2.4,Bachelor,Jaipur,DevOps,44287.0
11239,7.8,PhD,Bangalore,DevOps,129309.0
19590,3.4,Bachelor,Pune,DevOps,38981.0
35649,4.5,Master,Jaipur,Software,64082.0
91766,8.0,Bachelor,Hyderabad,Data Science,95109.0
70693,8.4,PhD,Bangalore,Software,129512.0
68250,1.3,PhD,Jaipur,DevOps,70418.0
91996,11.4,PhD,Jaipur,AI Research,159963.0
77967,4.4,Master,Jaipur,DevOps,64804.0
48367,6.1,Bachelor,Jaipur,DevOps,74850.0
39042,14.7,Bachelor,Jaipur,Cloud,134461.0
19388,1.2,Master,Hyderabad,Data Science,49893.0
14683,1.3,Bachelor,Bangalore,Software,34524.0
63478,4.3,Master,Pune,Software,75549.0
50024,10.3,Master,Bangalore,Cloud,118111.0
62300,,PhD,Delhi,Cloud,127450.0
77667,11.1,Bachelor,Pune,Data Science,108668.0
17591,5.1,Bachelor,Delhi,Software,65310.0
64045,7.8,Master,Jaipur,Software,85238.0
54033,2.0,PhD,Pune,DevOps,75298.0
51272,,Master,Hyderabad,AI Research,99171.0
98730,9.5,Master,Delhi,DevOps,107556.0
39095,0.5,PhD,Pune,Cloud,67469.0
23198,,Bachelor,Delhi,Software,96216.0
81539,7.1,Master,Hyderabad,Data Science,98312.0
24066,,Bachelor,Bangalore,Cloud,77509.0
84977,5.6,PhD,Pune,Software,101941.0
33928,11.3,Master,Hyderabad,AI Research,146479.0
91780,5.7,Bachelor,Hyderabad,Data Science,72703.0
67119,2.1,Master,Bangalore,DevOps,73405.0
48767,7.6,PhD,Delhi,AI Research,134660.0
60611,9.1,Bachelor,Pune,AI Research,115096.0
27864,8.3,Bachelor,Pune,Cloud,77338.0
38648,5.9,PhD,Hyderabad,Data Science,113976.0
79962,4.5,Bachelor,Hyderabad,Cloud,62301.0
90754,12.9,Master,Bangalore,Software,131265.0
61942,5.9,Bachelor,Delhi,AI Research,102474.0
50350,9.6,Bachelor,Pune,AI Research,107845.0
90189,12.5,Master,Jaipur,Software,125827.0
19077,6.1,Master,Pune,AI Research,100371.0
47616,12.1,Master,Delhi,DevOps,140547.0
93788,11.4,PhD,Hyderabad,Cloud,132803.0
96447,10.2,Master,Jaipur,Software,115403.0
36996,6.0,Master,Jaipur,Software,73154.0
78869,5.3,Bachelor,Bangalore,Cloud,77661.0
40837,6.2,PhD,Hyderabad,Data Science,107995.0
53472,11.6,PhD,Bangalore,DevOps,155415.0
12805,3.8,Master,Hyderabad,Cloud,56738.0
26202,6.1,Bachelor,Pune,Cloud,70853.0
35018,9.9,Master,Jaipur,DevOps,101324.0
30326,10.2,PhD,Delhi,AI Research,158655.0
80095,14.9,Bachelor,Hyderabad,AI Research,143094.0
10490,8.5,PhD,Bangalore,Cloud,114767.0
27162,1.3,Master,Pune,Software,43295.0
99463,9.7,Master,Hyderabad,DevOps,117376.0
41901,4.3,PhD,Pune,AI Research,95218.0
93934,4.7,PhD,Bangalore,Software,102039.0
97399,1.5,PhD,Jaipur,Data Science,76819.0
22976,10.6,Bachelor,Delhi,AI Research,138542.0
58177,8.9,Bachelor,Bangalore,DevOps,91642.0
16328,14.3,Bachelor,Hyderabad,AI Research,140700.0
77708,7.5,Bachelor,Delhi,Cloud,82680.0
55232,5.3,Bachelor,Jaipur,AI Research,80066.0
45228,8.5,PhD,Pune,Data Science,128671.0
73804,14.1,Master,Bangalore,Data Science,152418.0
12037,5.4,PhD,Delhi,Cloud,97617.0
14298,14.5,Master,Jaipur,DevOps,144069.0
76867,11.8,PhD,Bangalore,Software,138709.0
84354,2.5,PhD,Jaipur,DevOps,80348.0
92114,14.7,Bachelor,Hyderabad,AI Research,144590.0
85741,,PhD,Delhi,Data Science,177339.0
52592,13.1,Bachelor,Bangalore,Software,122084.0
47219,11.0,Bachelor,Delhi,Software,118695.0
18317,1.7,Bachelor,Jaipur,Cloud,39004.0
23390,10.1,PhD,Hyderabad,Cloud,126382.0
75512,3.8,PhD,Jaipur,Data Science,91727.0
26519,2.6,PhD,Bangalore,DevOps,91730.0
84209,6.5,Master,Hyderabad,DevOps,77328.0
43748,5.7,PhD,Pune,Cloud,101017.0
29119,13.6,Bachelor,Delhi,AI Research,151494.0
55657,8.3,Bachelor,Delhi,DevOps,84920.0
25398,10.8,Bachelor,Bangalore,Data Science,125742.0
92390,2.0,PhD,Bangalore,Software,80457.0
51639,8.5,PhD,Delhi,Software,116770.0
21956,3.5,Bachelor,Hyderabad,Data Science,62199.0
20832,9.4,Bachelor,Hyderabad,Cloud,87603.0
43808,11.7,Bachelor,Pune,AI Research,125386.0
75593,5.4,Bachelor,Bangalore,Cloud,80069.0
54579,7.2,PhD,Pune,Cloud,114803.0
70779,13.2,Bachelor,Hyderabad,AI Research,144704.0
18392,5.2,Bachelor,Jaipur,DevOps,51733.0
66099,5.9,Bachelor,Hyderabad,Software,73541.0
96023,1.4,Master,Pune,Data Science,55212.0
74988,1.1,Master,Pune,Data Science,60003.0
16488,1.3,Master,Hyderabad,Software,44945.0
82915,9.1,Master,Jaipur,Data Science,118451.0
90616,1.1,Master,Pune,Software,56249.0
25234,9.0,Master,Hyderabad,DevOps,108982.0
23387,5.3,Bachelor,Pune,Cloud,60294.0
51459,,PhD,Pune,Cloud,73055.0
38586,10.9,Master,Bangalore,Software,122629.0
51672,7.7,PhD,Hyderabad,DevOps,114156.0
75208,6.6,Bachelor,Bangalore,DevOps,89774.0
10530,5.7,Bachelor,Pune,AI Research,90696.0
24325,3.1,Master,Bangalore,Data Science,83691.0
12542,3.9,Bachelor,Jaipur,Software,44185.0
53544,8.7,Master,Bangalore,Cloud,106242.0
95188,13.9,Master,Pune,DevOps,145373.0
39320,12.9,Master,Pune,Software,136498.0
75727,2.3,Bachelor,Bangalore,Software,59081.0
86519,10.8,Master,Pune,AI Research,142238.0
45287,6.4,Bachelor,Delhi,Data Science,93763.0
88462,14.0,PhD,Pune,Software,143330.0
86053,12.7,Bachelor,Pune,AI Research,139946.0
27182,9.8,PhD,Hyderabad,Cloud,128001.0
98780,3.0,Bachelor,Pune,Cloud,49865.0
47733,5.6,Master,Bangalore,Data Science,101342.0
56285,9.5,PhD,Pune,Cloud,127513.0
42242,12.8,Bachelor,Bangalore,Cloud,132693.0
20486,6.2,Master,Jaipur,AI Research,104580.0
77163,9.3,Master,Hyderabad,Data Science,108469.0
88075,14.7,Bachelor,Bangalore,AI Research,161236.0
80988,7.4,Bachelor,Bangalore,Cloud,86782.0
72523,9.9,Bachelor,Delhi,AI Research,127707.0
42844,14.9,Master,Bangalore,Data Science,166162.0
30970,12.6,PhD,Hyderabad,Cloud,149127.0
11338,8.5,Master,Jaipur,Cloud,103105.0
25435,7.4,Master,Jaipur,Cloud,83376.0
15963,2.6,Master,Pune,Software,60531.0
49130,7.0,Master,Bangalore,Cloud,104284.0
15539,14.1,PhD,Jaipur,DevOps,146990.0
69879,11.1,Bachelor,Hyderabad,Software,108838.0
58782,5.0,Bachelor,Delhi,AI Research,81712.0
92021,6.7,Master,Delhi,Software,97430.0
47036,12.4,Bachelor,Pune,DevOps,109154.0
70484,13.2,PhD,Hyderabad,DevOps,146986.0
56302,12.3,Bachelor,Hyderabad,Cloud,112524.0
40666,12.6,Bachelor,Jaipur,DevOps,104601.0
98023,3.4,Bachelor,Bangalore,Cloud,64385.0
37783,12.0,Master,Pune,AI Research,142510.0
82952,9.3,Bachelor,Delhi,AI Research,116686.0
83372,8.0,Master,Jaipur,Cloud,92589.0
66764,13.5,Master,Delhi,Cloud,145411.0
74818,3.6,Bachelor,Pune,AI Research,66284.0
96822,6.7,Bachelor,Pune,Software,71665.0
97934,,Bachelor,Pune,Software,69583.0
43676,8.5,Bachelor,Hyderabad,Software,78095.0
19180,8.3,Bachelor,Delhi,Software,100682.0
48077,0.9,PhD,Bangalore,DevOps,70530.0
79936,1.3,Master,Bangalore,Cloud,54156.0
80296,12.2,PhD,Pune,DevOps,149512.0
72707,11.6,PhD,Bangalore,AI Research,159629.0
93024,13.5,PhD,Delhi,DevOps,166728.0
75105,5.3,PhD,Pune,Data Science,96367.0
72959,6.9,Master,Pune,Data Science,90030.0
12054,7.2,Bachelor,Hyderabad,DevOps,83960.0
52520,5.7,Bachelor,Bangalore,Cloud,79522.0
86702,8.9,Master,Pune,AI Research,113904.0
83826,1.3,PhD,Pune,DevOps,70136.0
84600,1.8,Bachelor,Bangalore,Data Science,66622.0
61123,8.9,PhD,Jaipur,Cloud,121657.0
80067,6.1,Bachelor,Jaipur,Data Science,85664.0
17893,13.2,PhD,Jaipur,DevOps,141786.0
16537,14.9,PhD,Bangalore,Cloud,179041.0
91539,4.2,PhD,Jaipur,AI Research,94855.0
86285,9.9,Master,Delhi,DevOps,116206.0
39510,13.2,PhD,Pune,Software,150581.0
91456,12.5,PhD,Bangalore,Software,155335.0
16409,7.3,Master,Pune,AI Research,115834.0
48617,10.9,Bachelor,Delhi,DevOps,119966.0
19594,2.3,PhD,Hyderabad,Software,69742.0
80209,8.9,Master,Hyderabad,DevOps,102160.0
73230,9.7,Bachelor,Hyderabad,DevOps,83184.0
21284,3.9,Master,Jaipur,Cloud,65015.0
67255,7.6,Master,Jaipur,Data Science,111247.0
48052,10.6,Bachelor,Pune,Cloud,103819.0
30087,6.4,PhD,Jaipur,Data Science,119560.0
42156,9.6,Master,Pune,DevOps,99152.0
47286,7.0,Bachelor,Delhi,AI Research,98838.0
15107,7.8,Bachelor,Bangalore,Software,98628.0
72198,12.4,Master,Hyderabad,Cloud,124540.0
57012,11.8,Bachelor,Hyderabad,DevOps,111477.0
76824,4.8,Bachelor,Bangalore,Data Science,77864.0
39034,6.2,Master,Bangalore,Data Science,111430.0
63520,4.2,Master,Jaipur,Data Science,69677.0
10239,14.8,Master,Pune,DevOps,138885.0
94808,12.1,Master,Hyderabad,AI Research,153075.0
17611,7.6,Bachelor,Bangalore,Software,84855.0
28858,3.7,Bachelor,Bangalore,DevOps,58844.0
30578,11.8,Master,Delhi,Software,137772.0
71969,11.2,PhD,Pune,AI Research,157376.0
85557,4.3,Master,Bangalore,Data Science,95070.0
11149,0.9,Master,Jaipur,Software,46059.0
77014,3.1,Master,Bangalore,DevOps,81467.0
71413,12.1,Bachelor,Pune,DevOps,110676.0
55607,7.6,Master,Delhi,Software,94518.0
92282,11.7,PhD,Jaipur,DevOps,135402.0
59614,13.5,Bachelor,Delhi,Software,122107.0
70102,2.7,Bachelor,Bangalore,Cloud,52068.0
65771,7.9,Bachelor,Bangalore,Data Science,110084.0
69188,3.1,PhD,Jaipur,DevOps,84187.0
27913,14.5,Master,Bangalore,AI Research,173659.0
39960,8.5,Bachelor,Hyderabad,Cloud,92119.0
30846,13.0,Bachelor,Pune,DevOps,123208.0
70196,1.1,Bachelor,Pune,AI Research,43826.0
31086,4.9,Master,Jaipur,Data Science,87710.0
92358,5.4,PhD,Pune,Software,
82476,7.3,PhD,Jaipur,AI Research,126403.0
29044,13.3,Bachelor,Bangalore,Cloud,129197.0
20344,13.4,PhD,Jaipur,DevOps,155588.0
48650,12.1,Bachelor,Pune,AI Research,135060.0
47136,3.1,Master,Bangalore,DevOps,72456.0
82534,5.8,Bachelor,Jaipur,Cloud,70456.0
70554,3.5,Master,Bangalore,DevOps,81379.0
32400,2.1,Master,Delhi,AI Research,84039.0
83247,3.5,Bachelor,Bangalore,DevOps,51828.0
43893,5.7,PhD,Pune,AI Research,109424.0
46688,9.3,Bachelor,Bangalore,Data Science,107139.0
45687,6.2,PhD,Hyderabad,AI Research,117740.0
68510,2.8,Master,Pune,Data Science,77020.0
38625,9.9,Master,Bangalore,Data Science,136528.0
32053,9.7,PhD,Delhi,Cloud,129601.0
58951,12.1,Master,Bangalore,Software,138858.0
89208,9.2,Bachelor,Jaipur,Data Science,90443.0
58251,8.0,Bachelor,Pune,Data Science,85090.0
51224,2.6,Bachelor,Hyderabad,DevOps,51719.0
62881,8.2,Bachelor,Pune,Cloud,91355.0
43536,5.9,Master,Pune,AI Research,93663.0
71170,2.8,Master,Jaipur,DevOps,63783.0
24181,3.6,PhD,Jaipur,Data Science,98621.0
55355,6.2,Bachelor,Delhi,AI Research,95546.0
68780,11.5,PhD,Bangalore,Software,147549.0
86080,0.8,Bachelor,Pune,Software,32779.0
37439,6.9,Master,Jaipur,Data Science,102495.0
27771,3.8,Bachelor,Bangalore,Software,64534.0
38852,7.1,Master,Delhi,Cloud,102579.0
32092,6.3,Bachelor,Delhi,Software,84758.0
17219,14.3,Master,Jaipur,DevOps,132752.0
56776,1.8,Bachelor,Jaipur,Software,40536.0
70092,9.1,PhD,Jaipur,Data Science,
17525,5.6,Bachelor,Pune,Cloud,74064.0
13231,1.5,Bachelor,Pune,DevOps,35567.0
32429,7.9,Bachelor,Bangalore,Software,97049.0
52834,8.3,Master,Hyderabad,Cloud,97762.0
99852,0.8,Master,Hyderabad,DevOps,35877.0
89462,9.7,Bachelor,Delhi,Data Science,106749.0
38216,6.0,PhD,Pune,Software,
76605,13.0,Master,Bangalore,DevOps,150394.0
59740,1.5,Bachelor,Delhi,AI Research,73650.0
34227,5.9,Bachelor,Pune,Data Science,74569.0
75808,11.2,Master,Bangalore,Data Science,129051.0
84361,1.6,PhD,Hyderabad,Cloud,61330.0
77326,8.7,Bachelor,Hyderabad,AI Research,108163.0
73385,9.9,Bachelor,Hyderabad,Cloud,97750.0
99645,8.3,PhD,Hyderabad,Software,120997.0
73040,2.5,Bachelor,Delhi,DevOps,54023.0
43999,5.9,Master,Delhi,AI Research,115651.0
13538,7.7,PhD,Hyderabad,AI Research,128325.0
88842,3.9,Master,Bangalore,Cloud,68995.0
98529,2.7,Bachelor,Hyderabad,Data Science,50484.0
45744,3.7,PhD,Delhi,AI Research,112629.0
46864,13.7,Bachelor,Jaipur,Software,122403.0
57625,12.3,PhD,Bangalore,DevOps,160407.0
80662,10.4,Master,Pune,Software,109450.0
21033,3.6,Bachelor,Delhi,Data Science,65899.0
73723,6.8,PhD,Bangalore,AI Research,133198.0
49137,1.3,Bachelor,Hyderabad,Cloud,27522.0
15238,8.3,Master,Pune,DevOps,103276.0
43940,11.0,Master,Pune,DevOps,110263.0
25880,14.3,Master,Pune,AI Research,169813.0
72800,6.5,Master,Bangalore,Software,87664.0
53427,12.9,PhD,Pune,Data Science,148684.0
64155,5.2,Bachelor,Jaipur,AI Research,88433.0
95443,14.4,Bachelor,Hyderabad,Software,129524.0
20125,2.9,Master,Delhi,DevOps,60955.0
58076,5.0,Master,Bangalore,Software,81786.0
86482,2.5,Bachelor,Delhi,Software,50702.0
70719,6.0,Bachelor,Delhi,Data Science,83434.0
60480,5.0,PhD,Jaipur,Data Science,90559.0
38297,1.0,PhD,Hyderabad,DevOps,69730.0
35316,,PhD,Jaipur,AI Research,102412.0
96711,10.7,PhD,Hyderabad,DevOps,139558.0
22775,4.4,PhD,Delhi,AI Research,112747.0
72548,9.5,Bachelor,Delhi,Cloud,91767.0
54476,7.7,PhD,Jaipur,AI Research,134807.0
33430,8.3,PhD,Jaipur,Software,115031.0
79231,10.0,Master,Bangalore,Cloud,112112.0
32649,14.7,PhD,Delhi,Data Science,174614.0
49871,3.4,PhD,Bangalore,AI Research,104335.0
93981,6.0,Bachelor,Jaipur,DevOps,60417.0
64557,7.0,Master,Bangalore,Cloud,106281.0
31928,8.6,Bachelor,Pune,AI Research,100724.0
91113,6.4,Master,Delhi,AI Research,122767.0
19955,7.7,Master,Delhi,AI Research,119954.0
54636,11.1,Master,Delhi,Cloud,126857.0
55049,12.4,PhD,Pune,DevOps,143141.0
70886,5.2,Bachelor,Pune,DevOps,65901.0
30982,14.5,Master,Hyderabad,Cloud,148522.0
94021,13.9,Bachelor,Bangalore,AI Research,160937.0
51474,3.3,Master,Bangalore,DevOps,71387.0
68778,1.4,PhD,Delhi,Cloud,73064.0
43015,9.3,Master,Jaipur,Cloud,107001.0
73289,14.7,Master,Hyderabad,Data Science,151417.0
11494,8.8,Master,Delhi,Cloud,107591.0
77736,14.5,PhD,Delhi,AI Research,193839.0
11647,1.9,Master,Delhi,Data Science,71954.0
20328,11.1,PhD,Pune,Cloud,125082.0
63933,10.6,PhD,Jaipur,AI Research,157009.0
19139,4.7,Bachelor,Pune,DevOps,56247.0
29288,9.6,Master,Pune,Software,114552.0
47771,14.4,Master,Pune,AI Research,155692.0
44894,3.1,Bachelor,Hyderabad,Software,42920.0
26492,5.0,PhD,Bangalore,Data Science,117011.0
56964,14.2,Master,Pune,Cloud,144961.0
14866,3.3,Bachelor,Jaipur,AI Research,68334.0
72680,4.1,Master,Jaipur,DevOps,61197.0
71893,7.1,Master,Pune,Cloud,85251.0
61125,6.3,Bachelor,Jaipur,Data Science,75185.0
80093,7.8,Bachelor,Pune,Cloud,78448.0
50882,14.5,Master,Hyderabad,Software,135697.0
76626,10.7,PhD,Bangalore,Software,133935.0
12794,8.5,PhD,Delhi,AI Research,141472.0
21744,10.1,Bachelor,Delhi,DevOps,
98833,4.1,Master,Hyderabad,AI Research,81007.0
37244,8.8,Bachelor,Delhi,Data Science,110602.0
38836,5.2,Master,Delhi,DevOps,82299.0
34478,9.4,Bachelor,Pune,Software,94809.0
36047,4.2,PhD,Pune,Data Science,88993.0
54780,7.8,Bachelor,Pune,Software,88638.0
28076,4.9,PhD,Pune,Software,87082.0
55518,6.2,PhD,Jaipur,Data Science,102447.0
11076,9.5,PhD,Pune,Data Science,131106.0
41467,10.0,Master,Jaipur,Data Science,110147.0
80639,13.5,PhD,Hyderabad,Data Science,160240.0
29907,5.2,PhD,Pune,Data Science,103200.0
87608,9.5,Master,Bangalore,DevOps,125120.0
65658,13.5,PhD,Hyderabad,Software,152525.0
68714,8.9,Bachelor,Bangalore,Software,90145.0
66811,9.0,Master,Pune,AI Research,114587.0
17507,7.7,PhD,Bangalore,Cloud,116388.0
46980,14.0,Bachelor,Delhi,DevOps,126862.0
76813,2.8,PhD,Pune,Software,80497.0
38430,,Bachelor,Bangalore,Cloud,139236.0
52972,1.4,Master,Pune,AI Research,66796.0
69427,0.6,Bachelor,Delhi,Cloud,42992.0
46432,8.9,PhD,Delhi,AI Research,148601.0
96959,11.8,PhD,Pune,AI Research,153290.0
98576,12.5,PhD,Bangalore,Cloud,149314.0
87296,12.5,Bachelor,Jaipur,Cloud,115377.0
29861,1.0,Bachelor,Bangalore,Data Science,50143.0
41668,3.3,Master,Hyderabad,AI Research,86730.0
19367,11.9,Bachelor,Bangalore,Cloud,121115.0
49874,3.8,PhD,Jaipur,AI Research,111494.0
