CustomerID,Age,TransactionAmount,TransactionsPerDay,AvgTimeBetweenTx_Min,OnlinePurchaseRatio,ForeignTransaction,PotentialRiskGroup
880546,67,2118.97,32,540,0.78,0,Low Risk
526645,43,485.9,26,1049,0.78,0,Low Risk
808205,28,8046.61,8,1384,0.91,0,Medium Risk
475556,28,651.95,38,216,0.72,0,Low Risk
106630,48,2510.1,26,5,0.5,0,Medium Risk
331080,50,6387.04,27,15,0.35,1,High Risk
426047,63,208.6,38,598,0.76,0,Low Risk
112537,63,1184.14,30,3,0.17,0,Medium Risk
232711,61,4609.2,33,331,0.79,1,Medium Risk
898811,45,2202.41,16,580,0.95,1,Medium Risk
296458,43,1528.55,12,1163,0.46,1,Low Risk
500527,40,201.78,18,154,0.01,0,Low Risk
846496,46,4819.73,34,1297,0.96,0,Medium Risk
672194,19,6875.69,8,1165,0.85,0,Medium Risk
380620,53,618.28,1,1063,0.78,1,Low Risk
393833,67,3003.55,22,1068,0.01,0,Low Risk
508277,54,996.37,28,1279,0.63,0,Low Risk
249926,57,3818.3,8,944,0.1,0,Low Risk
834565,46,1361.28,13,1197,0.12,0,Low Risk
566073,44,6245.4,1,601,0.76,0,Low Risk
867245,37,240.21,30,1383,0.58,0,Low Risk
158631,35,9820.37,29,693,0.36,0,Medium Risk
367988,67,4700.41,26,1428,0.1,0,Low Risk
986667,28,2836.82,5,1217,0.18,1,Low Risk
804051,62,559.5,4,709,0.72,0,Low Risk
398195,38,1504.23,26,403,0.14,0,Low Risk
637631,24,3789.65,5,405,0.76,0,Low Risk
746778,37,1426.48,29,553,0.3,0,Low Risk
167298,63,514.06,27,836,0.3,1,Medium Risk
861922,18,1103.27,24,1307,0.84,0,Low Risk
342633,51,3023.61,24,1028,0.15,1,Low Risk
689832,40,142.93,23,877,0.04,0,Low Risk
493485,58,50.02,6,1381,0.72,0,Low Risk
638839,56,775.38,20,384,0.0,0,Low Risk
809695,45,792.37,36,751,0.42,0,Low Risk
716468,67,4577.51,37,537,0.25,0,Low Risk
478173,65,4694.36,36,504,0.76,0,Low Risk
793139,25,2213.59,31,938,0.71,0,Low Risk
484414,26,676.26,32,10,0.48,0,Low Risk
906900,65,753.55,25,917,0.56,0,Low Risk
943543,42,427.7,17,489,0.45,0,Low Risk
270756,32,2555.81,6,1025,0.12,0,Low Risk
400283,34,112.69,29,73,0.35,0,Low Risk
269516,69,392.35,17,561,0.73,0,Low Risk
839352,18,797.89,26,1124,0.79,0,Low Risk
606612,35,82.38,35,488,0.8,0,Low Risk
460973,51,1201.3,4,728,0.7,0,Low Risk
749680,50,6874.63,19,193,0.31,0,Low Risk
404832,57,445.09,35,659,0.4,0,Low Risk
692785,27,3358.77,31,452,0.63,0,Low Risk
891226,39,2283.77,37,840,0.25,0,Low Risk
235322,20,3853.33,19,1203,0.01,0,Low Risk
246156,50,1641.95,11,1307,0.41,1,Low Risk
106934,22,2688.76,14,1093,0.07,0,Low Risk
884728,67,1183.97,19,726,0.33,0,Low Risk
629824,64,1010.73,33,1165,0.78,0,Low Risk
864152,40,493.77,19,128,0.75,0,Low Risk
115095,46,836.84,10,361,0.98,0,Low Risk
757063,46,7603.61,2,518,0.55,1,Medium Risk
587319,58,2727.94,26,425,0.2,0,Low Risk
203809,24,663.8,10,98,0.48,0,Low Risk
441200,41,2188.63,22,154,0.6,0,Low Risk
687556,46,5244.51,20,553,0.09,0,Low Risk
446518,37,243.23,2,1438,0.64,0,Low Risk
178229,23,627.75,10,73,0.71,0,Low Risk
893448,58,1542.07,2,413,0.17,0,Low Risk
690453,42,386.43,15,1339,0.74,1,Low Risk
226660,39,2012.75,30,25,0.05,0,Low Risk
666708,62,1798.98,9,1188,0.94,0,Low Risk
485973,26,3712.68,32,262,0.98,0,Medium Risk
688243,67,2766.0,35,1365,0.91,0,Medium Risk
919645,32,3449.3,9,915,0.59,0,Low Risk
929365,58,604.2,20,39,0.2,1,Low Risk
143600,49,4899.99,33,1390,0.27,0,Low Risk
459788,57,926.58,3,1338,0.6,0,Low Risk
675878,47,6102.0,10,1362,0.81,0,Medium Risk
769484,30,3140.76,3,870,0.74,0,Low Risk
423943,63,739.2,17,1097,0.21,0,Low Risk
780468,56,676.28,28,865,0.9,0,Medium Risk
914577,38,1109.81,38,680,0.44,0,Low Risk
170955,54,3114.84,18,63,0.29,0,Low Risk
996360,30,766.34,7,875,0.49,1,Low Risk
755656,32,709.89,3,974,0.01,0,Low Risk
528233,55,397.5,29,645,0.79,1,Medium Risk
553725,67,4318.9,20,803,0.81,0,Low Risk
958600,29,625.25,23,277,0.74,0,Low Risk
469383,41,3164.57,32,567,0.95,0,Medium Risk
957364,59,985.28,39,848,0.88,0,Medium Risk
395606,26,211.64,35,1063,0.19,1,Medium Risk
577007,59,4364.83,12,471,0.46,0,Low Risk
379708,39,751.79,37,653,0.72,0,Low Risk
932413,65,300.11,17,1271,0.0,0,Low Risk
494611,23,3165.9,30,662,0.54,0,Low Risk
176760,60,2686.63,14,634,0.35,0,Low Risk
217450,53,302.07,28,1035,0.25,0,Low Risk
894984,36,867.96,28,363,0.56,0,Low Risk
206861,50,1607.0,10,175,0.75,0,Low Risk
188536,51,1111.91,1,930,0.02,1,Low Risk
152924,65,1910.97,29,295,0.14,0,Low Risk
189419,24,292.72,26,305,0.68,0,Low Risk
777174,56,1136.94,17,171,0.07,0,Low Risk
744977,32,4386.45,32,794,0.25,0,Low Risk
652120,45,2439.86,1,1117,0.82,0,Low Risk
277589,68,322.52,7,718,0.51,0,Low Risk
857583,58,4333.65,3,139,0.08,0,Low Risk
295664,57,81.26,2,534,0.48,0,Low Risk
877950,57,6938.16,28,116,0.65,0,Medium Risk
854777,19,1490.5,15,532,1.0,0,Low Risk
746755,46,1232.58,3,206,0.37,0,Low Risk
889866,21,1298.13,11,1146,0.35,1,Low Risk
376772,47,540.95,9,348,0.63,0,Low Risk
450275,32,149.76,36,1160,0.43,0,Low Risk
604643,65,2836.61,39,1338,0.76,0,Low Risk
866114,36,1987.66,29,571,0.17,0,Low Risk
681020,45,1041.07,17,1424,0.76,0,Low Risk
285562,43,4448.76,37,938,0.31,0,Low Risk
780002,28,682.01,8,616,0.31,0,Low Risk
545065,19,1156.25,12,650,0.51,0,Low Risk
854058,34,1807.35,12,371,0.82,0,Low Risk
628833,49,1178.06,38,505,0.26,1,Medium Risk
699294,47,559.89,30,685,0.83,0,Medium Risk
561234,63,543.63,36,903,0.26,0,Low Risk
668010,32,3497.99,32,887,0.19,0,Low Risk
737918,54,2805.37,33,392,0.03,0,Low Risk
647824,23,1123.11,32,828,0.04,0,Low Risk
749544,23,1170.68,29,455,1.0,0,Medium Risk
354219,19,2806.69,33,1206,0.71,1,Medium Risk
380047,44,13661.5,31,1115,0.81,1,High Risk
617036,62,1304.07,31,1424,0.41,0,Low Risk
685905,69,4495.9,21,499,0.41,0,Low Risk
209362,65,798.5,22,166,0.02,1,Low Risk
745548,66,2923.51,32,207,0.51,0,Low Risk
155589,20,2009.6,21,1149,0.59,0,Low Risk
465000,46,2877.17,2,74,0.14,0,Low Risk
836119,65,1866.9,24,651,0.93,0,Low Risk
637775,22,2055.18,5,780,0.49,1,Low Risk
973197,59,2561.24,25,1038,0.05,0,Low Risk
993389,35,950.19,18,888,0.94,0,Low Risk
347381,22,161.85,25,1001,0.07,0,Low Risk
286988,18,2070.87,4,193,0.18,0,Low Risk
461383,39,1783.7,17,93,0.95,0,Low Risk
119327,67,3070.11,15,780,0.45,0,Low Risk
263529,55,1585.46,26,1118,0.88,0,Medium Risk
576796,66,698.73,36,876,0.35,0,Low Risk
471504,25,187.69,26,926,0.92,0,Medium Risk
298301,33,2396.76,7,976,0.86,1,Medium Risk
990243,65,991.42,23,88,0.88,0,Low Risk
372025,68,110.97,17,1247,0.97,0,Low Risk
795638,48,3041.43,20,380,0.07,1,Low Risk
714194,66,2263.14,30,925,0.09,0,Low Risk
244628,67,1126.46,34,763,0.47,0,Low Risk
282373,27,205.54,15,485,0.53,1,Low Risk
611540,57,293.05,23,360,0.21,0,Low Risk
855820,46,579.25,10,39,0.37,0,Low Risk
446028,30,179.22,37,1110,0.9,0,Medium Risk
258358,55,4049.91,23,790,0.48,0,Low Risk
889697,45,1970.58,5,192,0.58,0,Low Risk
432284,63,797.03,23,1169,0.44,1,Low Risk
336475,59,3506.23,34,777,0.19,0,Low Risk
194606,35,2250.5,17,1423,0.2,0,Low Risk
339298,56,1703.61,32,393,0.94,0,Medium Risk
681043,38,1394.31,16,201,0.49,0,Low Risk
905130,36,2196.37,35,48,0.41,0,Low Risk
390996,21,1126.21,32,830,0.9,1,High Risk
756318,66,435.94,19,1017,0.51,1,Low Risk
822762,21,7078.87,8,845,0.66,0,Low Risk
608292,55,3907.96,30,1436,0.49,0,Low Risk
634749,33,722.93,38,712,0.56,0,Low Risk
223683,23,988.56,35,906,0.37,0,Low Risk
741868,66,2664.7,29,1279,0.34,1,Medium Risk
964776,58,632.43,21,762,0.52,0,Low Risk
404113,21,51.31,20,500,0.75,0,Low Risk
165989,50,1666.39,13,1297,0.29,0,Low Risk
326620,44,131.77,8,315,0.24,1,Low Risk
418794,56,62.91,28,1296,0.62,0,Low Risk
875669,34,2485.35,13,608,0.38,0,Low Risk
942096,35,424.37,21,606,0.2,0,Low Risk
445651,57,564.28,15,1225,0.47,0,Low Risk
348753,40,2018.72,30,417,0.85,1,High Risk
835651,64,400.33,35,1122,0.22,0,Low Risk
130985,29,2629.05,14,1017,0.61,0,Low Risk
863018,29,1005.27,11,615,0.13,0,Low Risk
193339,49,1675.92,21,424,0.93,0,Low Risk
816704,67,815.6,8,1257,0.28,0,Low Risk
970906,41,111.13,2,1087,0.04,0,Low Risk
267401,34,2169.07,38,1052,0.85,1,High Risk
369491,68,1461.78,22,1242,0.91,0,Low Risk
936825,30,70.68,32,977,0.71,0,Low Risk
860147,63,3214.43,35,796,0.26,0,Low Risk
133546,57,1607.42,12,968,0.94,0,Low Risk
827007,55,177.6,9,367,0.16,0,Low Risk
847516,41,885.35,25,802,0.19,0,Low Risk
511208,59,4752.84,20,1384,0.58,1,Low Risk
532862,22,293.88,27,464,0.78,0,Low Risk
800682,58,2228.45,26,162,0.86,0,Medium Risk
302512,29,4847.65,23,183,0.11,0,Low Risk
101878,19,458.23,21,985,0.86,0,Low Risk
198499,38,2705.49,33,884,0.29,0,Low Risk
432262,63,1863.09,25,789,0.58,0,Low Risk
522408,23,4704.02,23,91,0.93,0,Low Risk
272867,39,1531.08,3,1266,0.56,1,Low Risk
345556,25,3553.74,5,1261,0.08,0,Low Risk
181549,62,1809.33,5,585,0.9,0,Low Risk
241796,57,115.96,30,108,0.1,0,Low Risk
510498,25,752.97,28,606,0.26,1,Medium Risk
430882,38,599.06,34,1271,0.12,0,Low Risk
913830,18,1274.72,37,111,0.57,0,Low Risk
181607,59,940.1,21,1359,0.82,0,Low Risk
326506,62,3209.07,17,529,0.56,0,Low Risk
218852,55,1307.32,14,429,0.84,0,Low Risk
715890,64,350.71,15,269,0.46,0,Low Risk
995083,52,83.8,5,982,0.08,0,Low Risk
437677,51,116.41,5,986,0.41,0,Low Risk
180872,67,7141.35,17,1273,0.71,0,Low Risk
471594,61,297.41,19,575,0.94,0,Low Risk
279735,34,2139.59,20,122,0.83,0,Low Risk
567854,34,4640.43,1,355,0.35,0,Low Risk
139809,31,701.74,15,808,0.16,0,Low Risk
139977,21,1136.64,28,237,0.71,0,Low Risk
352830,25,1446.03,31,201,0.31,0,Low Risk
884402,24,5495.44,39,1002,0.32,0,Medium Risk
917509,47,2841.86,18,882,0.68,0,Low Risk
270770,51,3529.91,23,453,0.01,1,Low Risk
967129,63,277.71,29,919,0.5,0,Low Risk
123132,32,1373.38,32,457,0.31,0,Low Risk
972059,65,4364.46,3,1130,0.01,1,Low Risk
640362,21,834.15,17,809,0.21,1,Low Risk
612472,23,1211.69,1,150,0.78,0,Low Risk
782228,59,102.21,12,599,0.46,0,Low Risk
528714,58,491.53,10,1107,0.89,0,Low Risk
707507,69,1631.34,30,281,0.16,0,Low Risk
479194,65,1217.7,10,718,0.72,0,Low Risk
752487,47,261.27,25,1358,0.16,0,Low Risk
560062,27,582.66,11,405,0.95,0,Low Risk
182562,34,576.56,2,844,0.04,1,Low Risk
149619,28,1139.47,18,483,0.03,0,Low Risk
272105,23,3093.0,12,1357,0.57,0,Low Risk
961427,43,693.83,27,591,0.27,1,Medium Risk
897677,64,1489.73,12,141,0.83,0,Low Risk
963910,34,562.57,21,520,0.93,0,Low Risk
425551,45,153.76,12,926,0.28,0,Low Risk
929578,24,155.31,37,797,0.33,0,Low Risk
302000,63,1659.33,13,618,0.21,0,Low Risk
779582,69,1635.56,25,838,0.35,0,Low Risk
841595,49,2326.98,5,950,0.03,0,Low Risk
472597,40,3297.59,29,534,0.34,0,Low Risk
600255,26,572.71,19,582,0.88,0,Low Risk
110284,37,2286.15,4,1074,0.4,0,Low Risk
785493,28,944.06,4,989,0.99,0,Low Risk
668044,26,389.68,7,580,0.98,0,Low Risk
922902,52,1774.59,31,1363,0.99,0,Medium Risk
555686,69,1232.78,2,316,0.67,0,Low Risk
256770,33,500.11,31,1131,0.28,0,Low Risk
285957,38,3073.87,26,306,0.25,0,Low Risk
134845,28,9697.34,1,559,0.21,0,Low Risk
301209,19,1894.97,4,1132,0.06,0,Low Risk
693792,67,2290.73,3,12,0.15,1,Low Risk
885440,19,2953.41,2,1340,0.0,0,Low Risk
683681,45,2977.05,10,444,0.94,0,Low Risk
641039,58,2162.46,37,1270,0.13,0,Low Risk
915304,37,2467.19,27,336,0.34,0,Low Risk
492422,19,1109.93,9,588,0.03,0,Low Risk
348235,51,3740.52,39,60,0.78,0,Low Risk
528004,53,433.89,27,1410,0.66,1,Medium Risk
872669,46,3329.58,37,1180,0.17,0,Low Risk
235774,38,193.84,14,674,0.92,0,Low Risk
609399,23,2558.56,36,1046,0.53,0,Low Risk
766165,53,1910.18,32,941,0.68,1,Medium Risk
854863,20,635.08,16,699,0.92,0,Low Risk
