customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2627-WFKRW,Male,1,No,No,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),88.47,1123.93,Yes
2720-AKCZV,Male,1,No,No,48,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),22.37,1097.3,Yes
4703-CERRT,Female,0,No,No,7,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),39.04,244.38,No
4798-UNTUC,Female,0,No,No,16,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,26.29,392.71,No
8126-EGAOI,Male,1,Yes,Yes,38,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),94.45,3595.76,No
2188-BVEJR,Female,1,No,Yes,53,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),30.0,1559.11,Yes
3466-EYPIK,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,71.42,2119.51,No
2971-LGVBK,Female,1,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,98.62,5489.02,Yes
5361-GKJON,Male,0,Yes,No,14,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,22.54,,No
1521-BWVCP,Female,0,No,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.14,2032.22,Yes
4538-MZJOG,Female,1,No,No,6,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,69.05,439.71,Yes
1172-ANUHU,Female,1,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),94.89,2180.36,Yes
6726-CGWPV,Male,0,Yes,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,52.55,3740.2,No
4617-UVGXZ,Female,0,Yes,No,70,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,72.56,5029.88,No
4413-TGKBK,Female,1,No,Yes,10,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,67.0,654.03,Yes
5406-JSQTQ,Female,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),112.71,3678.03,No
5529-QAOAK,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),102.05,7364.47,No
3199-CAMTT,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,98.16,3386.43,No
4226-FODOR,Female,0,No,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,22.55,,No
1992-ISNDB,Male,0,No,No,68,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,56.71,3899.76,Yes
4008-UIPHR,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,44.28,1107.93,No
4911-RRNJL,Male,0,No,No,23,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),23.07,515.04,No
9224-TNZEC,Male,0,Yes,Yes,24,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.16,1734.52,No
8324-YXDFG,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),83.12,120.87,No
4018-LQZZL,Female,1,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,35.21,853.02,No
5113-TWFQQ,Male,0,No,No,61,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),114.49,6973.51,No
3166-DJKZS,Male,1,No,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),59.44,3582.24,No
7752-JOZHI,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,56.18,2118.49,No
4703-RUGDH,Female,1,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,112.78,4526.82,Yes
5739-PVPPH,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,100.92,3604.78,No
1995-RDXEG,Female,1,Yes,Yes,55,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,99.58,5435.96,No
8934-FQGMM,Male,1,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,58.88,1585.34,Yes
7251-VPIVG,Male,0,No,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),77.0,3661.23,Yes
2060-BSPSD,Male,0,Yes,No,49,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),30.67,1473.34,No
8389-JRHLX,Female,1,No,Yes,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),102.64,6081.45,Yes
9554-QHQYR,Female,1,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.96,1685.69,No
6814-GHGNX,Male,1,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.25,4028.32,Yes
7717-YPHNM,Male,1,No,Yes,11,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,63.5,706.08,Yes
9668-ELEAY,Male,1,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),119.98,7598.97,No
6809-IMOLV,Male,1,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),65.09,619.54,No
4261-BMWLT,Male,0,No,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,119.26,7400.62,Yes
3844-EYFAU,Male,1,No,No,2,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,57.82,153.98,Yes
2576-MXFGE,Male,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,42.05,2378.23,No
5983-DTBKP,Female,0,No,Yes,61,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,107.46,6589.54,Yes
6916-DRXTV,Male,0,Yes,No,37,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,20.28,708.34,No
5457-IJVYN,Male,0,No,Yes,2,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,35.83,72.61,Yes
1792-YYRER,Male,0,No,No,70,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),119.27,8395.74,No
7184-DVTTH,Male,1,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.78,1321.16,No
1289-XUKIY,Female,1,No,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,101.08,2835.21,No
3222-SBOTW,Male,1,No,No,22,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,98.19,,No
8560-RDMJR,Female,1,No,No,14,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,69.3,1017.55,No
4307-PDLKW,Female,1,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),112.14,5596.11,No
7141-QWQEE,Female,0,Yes,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,97.48,6540.68,Yes
1040-JDSAG,Male,0,No,No,23,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.18,2298.1,Yes
7010-VXXVQ,Female,0,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),117.0,7089.77,No
8659-HRAPD,Female,1,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.66,64.35,No
8496-AHHNC,Male,1,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,65.96,1421.0,Yes
6338-UOGKZ,Male,0,Yes,Yes,33,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,22.7,744.9,No
9735-GDEWM,Male,1,No,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,74.85,4250.81,Yes
3743-OKUQZ,Female,0,Yes,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.0,1039.88,No
1105-SJIGS,Male,1,Yes,Yes,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,47.99,913.75,Yes
2110-LARKF,Male,0,Yes,Yes,22,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),108.38,2382.88,No
4039-RLYLR,Male,1,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,37.3,446.28,No
4157-OYBBK,Female,0,Yes,Yes,20,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),35.99,762.57,No
2263-FEDXH,Female,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.39,4454.03,Yes
4876-MFCOX,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),67.29,3853.49,Yes
7871-ELQHR,Female,1,No,No,29,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,48.44,1370.19,No
4457-ZUIKU,Male,1,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,110.18,4065.86,No
8596-UYDII,Female,0,No,Yes,56,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),38.92,2199.58,Yes
1160-UYKDP,Male,1,Yes,No,54,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,95.31,5098.78,Yes
2745-AVFYE,Female,1,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),110.2,7042.85,No
1109-OZHAT,Male,1,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,102.76,2064.16,No
6422-PTPJP,Male,1,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),74.77,4529.11,Yes
2965-DUZQA,Female,0,Yes,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.02,1722.98,Yes
6446-WZRHZ,Male,0,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),88.6,1199.37,No
7314-NHRUG,Male,1,No,No,62,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),61.14,3754.15,No
3154-GMXLZ,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,83.3,5892.98,Yes
1931-QMAFP,Female,1,Yes,Yes,72,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,69.25,4937.56,No
9226-VFGMR,Female,1,No,Yes,23,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,45.78,1071.99,No
4234-YDDFF,Female,0,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,44.05,2044.1,No
7557-HHLWG,Female,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.57,747.17,No
1973-COTXB,Female,1,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.42,312.72,No
8156-VULUC,Female,1,Yes,Yes,26,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,42.69,1095.06,Yes
1766-KQOQK,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),89.26,121.93,Yes
4048-UQUOV,Male,1,No,No,25,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,109.09,2687.72,No
1166-MWTGS,Male,0,No,Yes,52,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),45.11,2358.9,No
2134-YZWHA,Female,1,Yes,No,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,114.89,2641.29,No
9923-RIJNC,Male,0,Yes,No,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,90.04,2767.52,No
2949-OEQUT,Male,0,No,No,56,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,36.22,2025.89,Yes
2757-SNGMQ,Male,1,No,No,24,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,68.59,1678.79,No
6194-BPXYP,Male,1,No,No,23,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,114.31,2627.06,No
4951-UIATG,Male,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,72.65,4026.78,No
8118-JHGEL,Male,0,No,Yes,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,30.43,985.87,Yes
2493-DKWNU,Male,1,Yes,Yes,17,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),67.38,1126.17,Yes
8466-BMFCR,Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.73,2436.2,No
3931-FUEBO,Female,0,No,No,51,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,41.92,2099.44,No
3910-BFHQQ,Male,1,Yes,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,92.47,3104.33,No
2764-OHJZZ,Male,0,Yes,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,67.5,4380.29,No
8355-AMJXQ,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.92,419.01,No
5482-KHKEP,Female,1,No,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,81.85,1908.6,No
3425-GDRMJ,Male,1,No,No,50,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,77.46,3920.7,No
8063-OXILO,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),22.51,72.3,No
1636-XCPRS,Male,0,Yes,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),116.83,4350.03,No
9490-SIIPB,Female,1,No,Yes,42,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,38.21,1585.88,No
5650-RHEAT,Female,0,No,Yes,13,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.63,786.12,No
3250-FXZRE,Female,1,Yes,No,23,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),115.23,2651.02,No
6623-CFKEY,Female,1,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,87.31,1943.48,Yes
7619-EBFKC,Female,0,Yes,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),97.54,6076.78,No
4935-LCYRW,Male,1,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,83.46,3133.16,Yes
5786-VLDEX,Male,1,No,Yes,17,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),58.97,1033.17,No
9353-SYDTE,Male,0,No,Yes,10,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.8,741.31,No
3394-FWHIB,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,23.45,1329.9,No
6205-ABRCY,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,31.5,997.19,No
4654-IZBMR,Female,0,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,55.56,503.42,No
8862-KULXP,Male,0,No,No,41,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),108.68,4414.74,No
6495-FQXOV,Female,0,Yes,Yes,23,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),42.29,997.54,No
5053-KEKDV,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,47.72,1236.51,No
7262-EMLIE,Male,1,No,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,71.39,3953.13,Yes
7304-CWIKS,Male,1,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.9,75.43,No
6300-RCQSI,Female,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),48.29,,No
5297-SGMZE,Female,1,No,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),114.6,6795.41,Yes
1009-WZIYT,Male,1,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,113.47,7465.79,Yes
3265-PQZTU,Male,1,No,Yes,63,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,22.61,1468.74,No
9493-PXKXS,Male,1,No,Yes,49,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),59.91,2915.5,No
3777-KZEOS,Male,0,No,Yes,14,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,26.75,349.62,No
6651-VAEKG,Female,1,Yes,Yes,39,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,32.25,1295.73,Yes
8179-JGILI,Female,0,Yes,No,68,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,39.41,2695.11,Yes
4370-YBOQX,Female,0,Yes,No,59,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),78.15,4579.09,No
3560-PWKIP,Male,0,No,Yes,1,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),93.17,66.58,Yes
1609-IYURU,Male,1,No,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,58.5,3722.26,No
8454-CQNZE,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,80.61,4103.75,Yes
2248-ALIZY,Male,0,Yes,Yes,25,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.94,2266.46,No
5420-VCXKQ,Male,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),101.33,7004.79,No
4810-FBLYT,Female,1,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.76,455.71,No
7473-ZACGW,Female,0,No,Yes,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),46.51,3070.94,Yes
8420-BLIJY,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),90.53,5000.7,No
1199-YMQCL,Male,1,No,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.74,547.36,Yes
3637-LLNZN,Female,1,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,63.24,4220.39,No
3073-WRBUJ,Female,0,No,Yes,44,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,25.98,1104.68,No
3963-AHKHG,Female,1,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),118.25,864.95,No
7090-CEFJE,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,88.45,3266.64,Yes
9450-PUECL,Male,1,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.68,897.66,Yes
4209-CIBUD,Male,1,No,Yes,25,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,75.58,1868.59,No
7108-USLFV,Male,1,Yes,No,28,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,69.18,1887.46,No
8768-DUIOR,Male,0,No,Yes,24,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),48.21,1205.03,Yes
8091-DLPWC,Male,0,Yes,No,18,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,80.48,1409.05,Yes
9102-CHEYY,Male,1,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),98.43,5846.77,No
8237-BPIXL,Female,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),48.48,2097.41,No
3784-RISAE,Male,1,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),112.59,1226.74,Yes
8901-YKAAD,Female,1,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.25,1945.52,No
8662-VSKWO,Female,0,No,Yes,35,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,83.49,2933.88,Yes
8390-BOMAZ,Female,1,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),22.12,396.56,No
5318-ISTFG,Male,1,Yes,No,6,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,89.56,502.57,No
1670-KVBBD,Male,0,No,Yes,52,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),74.66,3877.67,No
1885-DSADI,Female,0,No,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,55.83,2672.23,Yes
6888-VOEIK,Female,1,Yes,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.72,4892.02,No
2114-QQNBV,Female,1,Yes,No,5,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,29.82,131.52,Yes
9756-KIQWP,Female,1,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),82.81,5083.02,Yes
4338-CKTCS,Male,1,Yes,No,51,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,113.04,5772.24,Yes
6912-CKBEL,Male,0,Yes,Yes,38,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,61.98,2321.15,No
5656-WIHHG,Male,0,No,Yes,48,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.2,4047.15,No
9293-NKABE,Female,1,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),96.03,4794.85,No
6003-JHOQJ,Female,0,No,No,11,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,108.25,1157.35,Yes
9227-XHUBU,Male,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.69,708.86,No
4770-CFHZZ,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),101.79,2755.39,Yes
3126-PODDM,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,60.38,77.55,Yes
3422-YPZQI,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,71.28,1458.95,Yes
4708-HAZWY,Female,1,No,No,19,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),37.07,724.26,Yes
4801-TZJXV,Male,1,No,Yes,49,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.2,4262.98,Yes
